epoch,train_loss,train_map50,train_map50_95,val_loss,val_map50,val_map50_95,lr,epoch_time
92,1.12350,0.78563,0.46897,2.72927,0.51806,0.20501,1e-05,58.84931
93,1.18371,0.78563,0.46897,3.11679,0.51806,0.20501,1e-05,49.99639
94,1.12709,0.78563,0.46897,3.36324,0.51806,0.20501,1e-05,54.51983
95,1.12212,0.79230,0.47687,3.59237,0.46959,0.12663,1e-05,150.07558
96,1.10085,0.79230,0.47687,2.65949,0.46959,0.12663,1e-05,56.33796
97,1.10513,0.79230,0.47687,2.84437,0.46959,0.12663,1e-05,60.66522
98,1.10815,0.79230,0.47687,2.68154,0.46959,0.12663,1e-05,55.09956
99,1.10396,0.79230,0.47687,2.81835,0.46959,0.12663,1e-05,57.89974
100,1.10868,0.79506,0.47715,2.71138,0.54849,0.28158,1e-05,154.97980
101,1.12716,0.79506,0.47715,2.73352,0.54849,0.28158,1e-05,56.10148
102,1.11025,0.79506,0.47715,3.34518,0.54849,0.28158,1e-05,58.96603
103,1.06460,0.79506,0.47715,3.33956,0.54849,0.28158,1e-05,56.89226
104,1.18156,0.79506,0.47715,3.53729,0.54849,0.28158,1e-05,47.10911
105,1.09052,0.79917,0.48290,3.25751,0.50008,0.16679,1e-05,157.20425
106,1.10188,0.79917,0.48290,3.20353,0.50008,0.16679,1e-05,57.05150
107,1.12050,0.79917,0.48290,2.67372,0.50008,0.16679,1e-05,55.89080
108,1.17615,0.79917,0.48290,2.96126,0.50008,0.16679,1e-05,49.57948
109,1.14138,0.79917,0.48290,2.74836,0.50008,0.16679,1e-05,51.08020
110,1.17294,0.77924,0.46586,3.99770,0.39593,0.08266,1e-05,146.87821
111,1.10098,0.77924,0.46586,4.13701,0.39593,0.08266,1e-05,59.38932
112,1.10539,0.77924,0.46586,2.86597,0.39593,0.08266,1e-05,56.47967
113,1.05546,0.77924,0.46586,4.10467,0.39593,0.08266,1e-05,57.79131
114,1.07386,0.77924,0.46586,2.66297,0.39593,0.08266,1e-05,56.49925
115,1.11532,0.79206,0.47667,2.67065,0.55280,0.29588,1e-05,148.82213
116,1.07239,0.79206,0.47667,2.87511,0.55280,0.29588,1e-05,57.86035
117,1.11922,0.79206,0.47667,2.69438,0.55280,0.29588,1e-05,55.01651
118,1.09584,0.79206,0.47667,3.56380,0.55280,0.29588,1e-05,53.61698
119,1.06768,0.79206,0.47667,3.99576,0.55280,0.29588,1e-05,61.71557
120,1.11258,0.79268,0.47677,3.06889,0.51085,0.19449,1e-05,151.91423
121,1.12846,0.79268,0.47677,3.34633,0.51085,0.19449,1e-05,54.31942
122,1.06986,0.79268,0.47677,4.13753,0.51085,0.19449,1e-05,59.36581
123,1.11377,0.79268,0.47677,2.72232,0.51085,0.19449,1e-05,53.43297
124,1.14605,0.79268,0.47677,2.73255,0.51085,0.19449,1e-05,54.99531
125,1.12635,0.78840,0.47300,2.92506,0.53942,0.23802,1e-05,149.83714
126,1.08730,0.78840,0.47300,2.76142,0.53942,0.23802,1e-05,56.53934
127,1.09171,0.78840,0.47300,3.00446,0.53942,0.23802,1e-05,54.64553
128,1.07888,0.78840,0.47300,2.74286,0.53942,0.23802,1e-05,57.49065
129,1.07533,0.78840,0.47300,4.70216,0.53942,0.23802,1e-05,55.72196
130,1.09403,0.79681,0.47983,3.01146,0.52621,0.21080,1e-05,153.35589
131,1.04620,0.79681,0.47983,2.82344,0.52621,0.21080,1e-05,56.07401
132,1.10615,0.79681,0.47983,2.93216,0.52621,0.21080,1e-05,51.11418
133,1.09352,0.79681,0.47983,2.67705,0.52621,0.21080,1e-05,54.35383
134,1.17231,0.79681,0.47983,3.06406,0.52621,0.21080,1e-05,51.39899
135,1.07282,0.79919,0.48289,3.25941,0.50579,0.17052,1e-05,153.65523
136,1.06506,0.79919,0.48289,2.82052,0.50579,0.17052,1e-05,59.58000
137,1.08707,0.79919,0.48289,3.04661,0.50579,0.17052,1e-05,53.35000
138,1.14938,0.79919,0.48289,2.76517,0.50579,0.17052,1e-05,48.89335
139,1.09017,0.79919,0.48289,3.09730,0.50579,0.17052,1e-05,56.48370
140,1.07178,0.79958,0.48300,2.86805,0.53874,0.24048,1e-05,150.14118
141,1.10105,0.79958,0.48300,3.42802,0.53874,0.24048,1e-05,56.63255
142,1.07444,0.79958,0.48300,2.66371,0.53874,0.24048,1e-05,58.95371
143,1.06176,0.79958,0.48300,2.93553,0.53874,0.24048,1e-05,60.45596
144,1.10366,0.79958,0.48300,2.66741,0.53874,0.24048,1e-05,51.45679
145,1.05578,0.80382,0.48844,2.78014,0.54218,0.25983,1e-05,158.71563
146,1.11277,0.80382,0.48844,3.06180,0.54218,0.25983,1e-05,51.77627
147,1.05575,0.80382,0.48844,2.70816,0.54218,0.25983,1e-05,58.77005
148,1.07997,0.80382,0.48844,2.68272,0.54218,0.25983,1e-05,59.40569
149,1.05544,0.80382,0.48844,2.66518,0.54218,0.25983,1e-05,55.05402
150,1.10762,0.79296,0.47720,2.74182,0.54492,0.27079,1e-05,152.23244
151,1.08431,0.79296,0.47720,3.01558,0.54492,0.27079,1e-05,52.75410
152,1.05220,0.79296,0.47720,4.30555,0.54492,0.27079,1e-05,61.90952
153,1.06229,0.79296,0.47720,3.80636,0.54492,0.27079,1e-05,55.29363
154,1.12894,0.79296,0.47720,2.90312,0.54492,0.27079,1e-05,51.25353
155,1.14316,0.78603,0.47003,2.70837,0.55173,0.28411,1e-05,146.44575
156,1.10805,0.78603,0.47003,3.02522,0.55173,0.28411,1e-05,55.79143
157,1.07002,0.78603,0.47003,2.93986,0.55173,0.28411,1e-05,51.54848
158,1.08922,0.78603,0.47003,4.53749,0.55173,0.28411,1e-05,53.92333
159,1.08185,0.78603,0.47003,3.14121,0.55173,0.28411,1e-05,53.44732
160,1.08787,0.79537,0.48017,3.75157,0.44248,0.10761,1e-05,152.19801
